codigo,estacao,uf,regiao,latitude,longitude,altitude_m,ano_inicio,ano_fim,anos_presentes,anos_cobertura_80,anos_cobertura_90,cobertura_mediana,observacoes_validas,deslocamento_max_coord_km,coordenada_suspeita,dentro_dominio_era5
A041,MARIANOPOLIS DO TO,TO,N,-9.57652783,-49.72333332,194.845,2012,2025,14,11,8,0.9080794881038212,93258,0.015450556398498882,False,True
A042,BRAZLANDIA,DF,CO,-15.59972221,-48.1311111,1143.0,2017,2025,9,9,9,0.9764840182648402,72475,0.0,False,True
A043,CAMPOS LINDOS,TO,N,-8.15472222,-46.63930555,425.78,2012,2025,14,7,6,0.7399248633879781,66295,0.015287725920911252,False,True
A044,ARAGUATINS,TO,N,-5.6436111,-48.11166666,117.0,2009,2025,17,11,7,0.879337899543379,107506,0.030738051296029745,False,True
A045,AGUAS EMENDADAS,DF,CO,-15.59638888,-47.62583332,1200.0,2008,2025,18,18,18,0.990296803652968,148696,0.011871119505393584,False,True
A046,GAMA (PONTE ALTA),DF,CO,-15.93527777,-48.13749999,990.0,2014,2025,12,12,11,0.9924863387978142,97294,0.0,False,True
A047,PARANOA (COOPA-DF),DF,CO,-16.012222,-47.557417,1043.0,2017,2025,9,9,9,0.9765981735159818,76212,0.12384363980136691,False,True
A048,SANTA FE DO ARAGUAIA,TO,N,-7.124191,-48.781267,171.0,2016,2025,10,8,6,0.971175799086758,69334,0.013717475545105532,False,True
A049,COLINAS DO TOCANTINS,TO,N,-8.092708,-48.478605,200.0,2016,2025,10,5,4,0.7936643835616438,45698,0.0077870903720803,False,True
A050,RIO SONO,TO,N,-9.793363,-47.132732,291.0,2016,2025,10,6,5,0.8789388240137734,67320,70.42684978085688,True,True
A051,PIUM,TO,N,-10.47694443,-49.62944443,161.0,2016,2025,10,6,6,0.9665884491797734,60358,0.0033429040829124294,False,True
A052,SANTA ROSA DO TOCANTINS,TO,N,-11.42888888,-48.18499999,306.0,2015,2025,11,9,7,0.9098173515981736,81211,42.53216134810872,True,True
A053,ALMAS,TO,N,-11.28416666,-47.21222222,503.0,2016,2025,10,6,5,0.9078656398932056,66244,0.013064372001494259,False,True
A054,ARAGUACU,TO,N,-12.59222221,-49.5286111,231.0,2015,2025,11,7,6,0.9173497267759563,76554,0.013809270022860285,False,True
A055,LAGOA DA CONFUSAO,TO,N,-10.828286,-49.847882,178.0,2016,2025,10,7,7,0.964719165606208,69024,2.218667946790798,False,True
A056,CRISTALINA (FAZENDA SANTA MONICA),GO,CO,-16.39944444,-47.62583332,932.0,2018,2025,8,8,8,0.9652968036529681,66843,0.0,False,True
A101,MANAUS,AM,N,-3.10333333,-60.01638888,61.25,2000,2025,26,19,18,0.9850456621004566,189545,0.09754573254718286,False,True
A102,PARQUE ESTADUAL CHANDLESS,AC,N,-9.3575,-69.92722221,187.0,2008,2025,18,7,7,0.7476598173515983,88303,0.13017507807155276,False,True
A104,RIO BRANCO,AC,N,-9.95777777,-68.165,220.0,2008,2025,18,9,8,0.7284003831417625,101113,32.420128059047016,True,True
A108,CRUZEIRO DO SUL,AC,N,-7.61055555,-72.6811111,220.0,2015,2025,11,4,4,0.6364155251141552,53099,30.431744607080052,True,True
A109,EIRUNEPE,AM,N,-6.65027777,-69.867777215,132.27,2012,2025,14,5,3,0.24881556129450805,43806,0.09210001891199458,False,True
A110,BOCA DO ACRE,AM,N,-8.77666666,-67.33222221,111.0,2008,2025,18,12,9,0.9184931506849314,115327,0.03983470697937265,False,True
A111,LABREA,AM,N,-7.43527777,-64.7886111,64.0,2008,2025,18,12,9,0.9101905236691521,118481,19.42825127148091,True,True
A112,HUMAITA,AM,N,-7.92277777,-63.12138888,72.0,2008,2025,18,9,8,0.7450747935224693,103501,41.54000263606823,True,True
A113,APUI,AM,N,-7.21527777,-59.8886111,160.0,2008,2025,18,7,6,0.6226598173515981,90104,1.0900338081180636,False,True
A117,COARI,AM,N,-4.09749999,-63.14527777,53.0,2008,2025,18,9,8,0.7547945205479452,99605,0.005256793570624614,False,True
A119,MANACAPURU,AM,N,-3.29472221,-60.62833332,55.0,2008,2025,18,16,16,0.9904837006900814,144255,0.0,False,True
A120,AUTAZES,AM,N,-2.05638888,-60.02555554,78.0,2008,2025,18,11,10,0.9344178082191781,119380,196.80555734772392,True,True
A121,ITACOATIARA,AM,N,-3.13305554,-58.48277777,74.0,2008,2025,18,15,12,0.9861301369863014,140135,0.03088888133807243,False,True
A122,MAUES,AM,N,-3.39888888,-57.6736111,35.0,2008,2025,18,8,7,0.7609018264840182,91954,0.03083343711605545,False,True
A123,PARINTINS,AM,N,-2.64055555,-56.75472222,52.0,2008,2025,18,12,8,0.8493150684931507,118286,0.22465391017639755,False,True
A124,URUCARA,AM,N,-2.89638888,-57.75833333,17.0,2008,2025,18,13,11,0.9878424657534246,123987,40.21556622353534,True,True
A125,RIO URUBU,AM,N,-2.7211111,-59.94333333,59.0,2008,2025,18,14,12,0.9733037340619308,128139,39.297111671976424,True,True
A126,PRESIDENTE FIGUEIREDO,AM,N,-2.08499999,-60.04888888,92.0,2008,2025,18,10,10,0.9833915214185456,113282,4.075535906259142,False,True
A128,BARCELOS,AM,N,-0.95861111,-62.94222221,42.0,2008,2025,18,11,10,0.9834725849723718,110823,3.7633657643501555,False,True
A133,MANICORE,AM,N,-5.81055555,-61.29194444,71.0,2011,2025,15,10,8,0.9175799086757991,91394,2.472599196047748,False,True
A134,S. G. DA CACHOEIRA,AM,N,-0.12499999,-67.06111111,90.0,2011,2025,15,11,10,0.9786585365853658,105663,0.030887769387271335,False,True
A135,BOA VISTA,RR,N,2.81694443,-60.69083333,94.0,2010,2025,16,10,8,0.8956072061282032,109060,0.00544886144024485,False,True
A136,PORTO WALTER,AC,N,-8.26694443,-72.74777777,204.0,2009,2025,17,7,4,0.7928082191780822,73967,0.030887769387196735,False,True
A137,MARECHAL THAUMATURGO,AC,N,-8.95,-72.78666666,230.0,2009,2025,17,4,2,0.3470319634703196,57802,0.0,False,True
A138,FEIJO,AC,N,-8.24194444,-70.57527777,163.0,2009,2025,17,11,10,0.9452861952861953,106299,27.786763272644155,True,True
A140,EPITACIOLANDIA,AC,N,-11.0236111,-68.73499999,217.0,2009,2025,17,13,11,0.9598173515981735,107145,0.0432807696256658,False,True
A144,NOVO ARIPUANA,AM,N,-8.0911111,-60.38055554,45.0,2019,2025,7,4,1,0.8006487025948104,35951,0.0,False,True
A201,BELEM,PA,N,-1.41027777,-48.43833333,24.0,2003,2025,23,18,17,0.968607305936073,182022,0.16831857324883426,False,True
A202,CASTANHAL,PA,N,-1.30083333,-47.93083332,65.0,2003,2025,23,15,15,0.9695205479452055,174952,1.914533704378214,False,True
A203,SAO LUIS,MA,NE,-2.52694443,-44.21305555,56.0,2003,2025,23,20,14,0.917351598173516,182073,0.06901293668165047,False,True
A204,BALSAS,MA,NE,-7.45527777,-46.02749999,254.0,2007,2025,19,12,7,0.876027397260274,117170,0.037178851486307105,False,True
A205,CAROLINA,MA,NE,-7.33722221,-47.45972222,192.0,2007,2025,19,14,11,0.9598214285714286,135650,0.013890240930147558,False,True
A206,CHAPADINHA,MA,NE,-3.74277777,-43.35194444,91.0,2008,2025,18,13,12,0.9816743129146205,123957,0.030821890701444157,False,True
A207,GRAJAU,MA,NE,-5.82472221,-46.15944444,230.0,2008,2025,18,13,10,0.9496938705491929,117117,1.0076288044647568,False,True
A209,MEDICILANDIA,PA,N,-3.51083333,-52.96361111,251.0,2008,2025,18,11,9,0.9108303213023394,118803,0.030829800386607546,False,True
A210,PACAJA,PA,N,-3.8436111,-50.63805555,108.0,2008,2025,18,7,5,0.7296220400728597,99554,0.0,False,True
A211,PLACAS,PA,N,-3.8811111,-54.2461111,96.0,2008,2025,18,12,9,0.9222449908925319,118572,3.8021551210064315,False,True
A212,PARAGOMINAS,PA,N,-3.01027777,-47.34305555,101.0,2007,2025,19,14,12,0.9294171220400729,125375,20.821912943512057,True,True
A213,TOME ACU,PA,N,-2.6,-48.36666666,38.0,2007,2025,19,13,11,0.9391552511415525,131375,1.0753155681345319,False,True
A214,RONDON DO PARA,PA,N,-4.82749999,-48.17333332,203.0,2008,2025,18,13,12,0.9718036529680365,122085,0.030778197558411387,False,True
A215,SALINOPOLIS,PA,N,-0.6186111,-47.35666666,41.0,2008,2025,18,12,10,0.9105763592584275,123487,0.031345706414077586,False,True
A216,SAO FELIX DO XINGU,PA,N,-6.63972221,-51.95694444,211.0,2016,2025,10,4,4,0.700513698630137,49997,0.011394465000320429,False,True
A217,FAROL de SANTANA,MA,NE,-2.27083332,-43.62388888,8.0,2008,2025,18,8,5,0.7909778364149014,76468,0.03086351306455474,False,True
A218,PREGUICAS,MA,NE,-2.59249999,-42.70722222,0.1,2008,2025,18,12,9,0.9047517123287672,109589,0.043659556265170575,False,True
A219,TURIACU,MA,NE,-1.66166666,-45.37277777,41.0,2008,2025,18,14,11,0.9888072168392916,121135,0.06906035153771861,False,True
A220,BACABAL,MA,NE,-4.24305555,-44.79499999,28.0,2008,2025,18,13,13,0.9500584811737406,136444,0.0007767366888395563,False,True
A221,BARRA DO CORDA,MA,NE,-5.50666666,-45.23694444,153.0,2008,2025,18,12,10,0.9305432355216209,119308,0.0,False,True
A222,COLINAS,MA,NE,-6.03333333,-44.23333333,179.0,2008,2025,18,14,10,0.9237598872171071,126062,0.030888881337939808,False,True
A223,ALTO PARNAIBA,MA,NE,-9.10805555,-45.93194443,281.0,2008,2025,18,14,12,0.966984901352632,132357,0.030887769387373566,False,True
A224,ESTREITO,MA,NE,-6.65333333,-47.41833332,180.0,2008,2025,18,14,12,0.9909957736696664,138177,0.0,False,True
A225,IMPERATRIZ,MA,NE,-5.55555555,-47.45972222,126.0,2008,2025,18,15,15,0.9978310502283105,145369,0.030887769387196735,False,True
A226,BRAGANCA,PA,N,-1.04527777,-46.78277777,33.0,2008,2025,18,15,13,0.9860159817351598,140896,1.1737263411098746,False,True
A227,SOURE,PA,N,-0.81111111,-48.51583333,11.0,2008,2025,18,12,9,0.8777322404371585,109670,9.266257427428279,True,True
A228,BREVES,PA,N,-1.68027777,-50.47805554,11.0,2017,2025,9,3,3,0.016666666666666666,22059,0.009742247453732047,False,True
A229,TUCURUI,PA,N,-3.82277777,-49.67499999,148.0,2008,2025,18,14,12,0.9948630136986301,133603,0.005265402894801758,False,True
A230,SERRA DOS CARAJAS,PA,N,-6.07749999,-50.14222221,719.0,2008,2025,18,8,7,0.7385947675724231,89811,0.009394504116138524,False,True
A231,ITAITUBA,PA,N,-4.27638888,-55.99305555,13.0,2008,2025,18,10,9,0.893158014571949,123379,0.061774426823827236,False,True
A232,OBIDOS,PA,N,-3.623333325,-52.32249999,92.82,2012,2025,14,10,7,0.9276683789954339,92783,404.5297895094936,True,True
A233,SANTANA DO ARAGUAIA,PA,N,-9.3386111,-50.35027777,168.0,2008,2025,18,10,8,0.8779036292636675,117272,0.21621327376016455,False,True
A234,TUCUMA,PA,N,-6.7436111,-51.14222221,317.0,2008,2025,18,6,5,0.13325364298724957,64053,0.05729665007979838,False,True
A235,NOVO REPARTIMENTO,PA,N,-4.23444444,-49.94277777,106.0,2008,2025,18,12,10,0.9505961440892947,124521,1.1289019568887826,False,True
A236,CAMETA,PA,N,-2.2486111,-49.49305555,22.0,2008,2025,18,10,5,0.8239726027397261,95471,1.2483091948204315,False,True
A237,CAXIAS,MA,NE,-4.82138888,-43.3436111,76.0,2008,2025,18,11,8,0.8947488584474885,121889,0.006707133821573514,False,True
A238,BURITICUPU,MA,NE,-4.32055554,-46.44972221,175.0,2008,2025,18,13,12,0.9941108121330724,125615,0.03079888280125424,False,True
A239,MONTE ALEGRE,PA,N,-2.0,-54.076111100000006,98.265,2012,2025,14,6,3,0.7761415525114155,78293,0.04132233482793906,False,True
A240,MARABA,PA,N,-5.16722221,-49.37916666,116.0,2009,2025,17,10,8,0.8333333333333334,95348,42.542963765158675,True,True
A241,CONCEICAO DO ARAGUAIA,PA,N,-8.25916666,-49.27416666,180.0,2008,2025,18,14,10,0.9184360730593607,136986,5.032019076110311,True,True
A242,OIAPOQUE,AP,N,3.81361111,-51.8625,21.0,2008,2025,18,9,8,0.7647831050228311,94281,0.0031256937053525152,False,True
A244,PORTO GRANDE,AP,N,0.69416666,-51.40388888,84.8,2019,2025,7,4,4,0.9536657559198543,50596,0.04368029882245295,False,True
A245,PORTO DE MOZ,PA,N,-1.82194443,-52.11166666,19.0,2022,2025,4,4,4,0.9917693639557977,31824,0.0,False,True
A246,MINA DO PALITO,PA,N,-6.31972221,-55.78722221,261.0,2010,2025,16,5,4,0.5351027397260274,67183,0.07287773375283811,False,True
A247,XINGUARA,PA,N,-7.110518,-49.926072,245.0,2016,2025,10,6,6,0.9419912956621004,67332,0.03751177799804845,False,True
A248,CAPITAO POCO,PA,N,-1.73472221,-47.0575,81.0,2011,2025,15,8,6,0.8724885844748859,102686,0.004869232563437501,False,True
A249,MACAPA,AP,N,0.03502,-51.088763,16.62,2013,2025,13,7,5,0.8441780821917808,88315,0.03326925846738436,False,True
A250,SANTAREM,PA,N,-2.502572,-54.72027777,137.0,2015,2025,11,7,6,0.9209927140255009,64438,0.02288061165963611,False,True
A251,ITAUBAL,AP,N,0.56777777,-50.8236111,21.0,2017,2025,9,1,1,0.09908675799086758,16361,0.011094619576617353,False,True
A252,DOM ELISEU,PA,N,-4.28055554,-47.56388888,251.0,2018,2025,8,7,7,0.9994292237442922,66111,0.009216895144625491,False,True
A253,ALTAMIRA,PA,N,-3.27027777,-52.39472221,191.0,2018,2025,8,5,5,0.9341005237711523,42385,0.030887769387240943,False,True
A254,REDENCAO,PA,N,-8.04333333,-50.00694444,199.0,2019,2025,7,6,5,0.983675799086758,52693,0.0,False,True
A255,ZE DOCA,MA,NE,-3.26916666,-45.65111111,45.5,2019,2025,7,5,5,0.9877853881278539,49869,0.0,False,True
A256,SANTA MARIA DAS BARREIRAS,PA,N,-8.72972221,-49.85638888,165.0,2021,2025,5,3,3,0.9075342465753424,35159,0.0,False,True
A301,RECIFE,PE,NE,-8.05916666,-34.95944444,10.0,2004,2023,20,16,15,0.9730459490480825,136799,0.030582716316676452,False,True
A302,ARQ.SAO PEDRO E SAO PAULO,RN,NE,0.9,-29.31666666,15.0,2003,2020,18,1,1,0.040625,25173,3.7534562667419267,False,False
A303,MACEIO,AL,NE,-9.55111111,-35.77027777,80.0,2003,2025,23,19,18,0.9977150537634408,173823,0.011063059114496523,False,True
A304,NATAL,RN,NE,-5.9,-35.2,48.6,2003,2025,23,15,14,0.9276255707762557,168676,7.037220622176299,True,True
A305,FORTALEZA,CE,NE,-3.83222221,-38.53777777,26.45,2003,2025,23,15,12,0.9003424657534247,155193,1.8370779499076888,False,True
A306,SOBRAL,CE,NE,-3.73166666,-40.34555555,109.62,2003,2025,23,13,8,0.8178506375227687,143243,1.8226245690124117,False,True
A307,PETROLINA,PE,NE,-9.38805555,-40.48944444,370.46,2003,2025,23,17,16,0.995787795992714,171837,3.7179319584217754,False,True
A308,PARNAIBA,PI,NE,-3.08638888,-41.78333333,79.5,2003,2025,23,15,11,0.8957762557077625,162795,0.043651015052062855,False,True
A309,ARCO VERDE,PE,NE,-8.41694443,-37.08333333,680.7,2004,2025,22,19,16,0.9609018264840183,164348,3.5770653217145747,False,True
A310,AREIA,PB,NE,-6.97499999,-35.68499999,574.62,2004,2025,22,19,18,0.9976092896174863,171891,3.656751876229205,False,True
A311,FLORIANO,PI,NE,-6.76666666,-43.01666666,123.27,2004,2025,22,14,11,0.918519038351174,142875,1.5849355023441047,False,True
A312,TERESINA,PI,NE,-5.07388888,-42.80694444,74.36,2004,2025,22,14,12,0.9095890410958904,143525,4.398398288341996,False,True
A313,CAMPINA GRANDE,PB,NE,-7.24249999,-35.88888888,547.56,2006,2025,20,15,14,0.9876712328767123,152955,2.57581760023346,False,True
A314,GUARAMIRANGA,CE,NE,-4.26111111,-38.19749999,38.2,2007,2025,19,11,11,0.9323770491803278,112778,84.50510577067672,True,True
A315,BARBALHA,CE,NE,-7.31805554,-39.30166666,409.0,2007,2025,19,13,10,0.9410958904109589,117557,3.876123809556372,False,True
A316,CAICO,RN,NE,-6.45972222,-37.08888888,169.85,2007,2025,19,13,11,0.9608447488584475,140323,0.9665430202892098,False,True
A317,MACAU,RN,NE,-5.15111111,-36.57305554,32.0,2007,2025,19,13,9,0.8689663023679417,130827,0.0,False,True
A318,MOSSORO,RN,NE,-4.90388888,-37.36694443,36.0,2007,2025,19,14,11,0.9593607305936073,129244,0.030887769387196735,False,True
A319,IGUATU,CE,NE,-6.39666666,-39.27027777,233.0,2007,2025,19,13,7,0.8703196347031964,134248,0.15655360705019963,False,True
A320,JOAO PESSOA,PB,NE,-7.16583333,-34.81527777,47.0,2007,2025,19,14,11,0.9204337899543379,129221,0.06895960487878686,False,True
A321,PATOS,PB,NE,-7.07972221,-37.27249999,249.0,2007,2025,19,14,9,0.8968036529680365,134798,0.030652269297208382,False,True
A322,GARANHUNS,PE,NE,-8.90694444,-36.49472221,822.76,2007,2025,19,16,14,0.996689497716895,149434,0.46913536933407035,False,True
A323,PAO DE ACUCAR,AL,NE,-9.76583333,-37.44777777,19.0,2007,2025,19,15,12,0.9332191780821918,131336,2.624589318282305,False,True
A324,TAUA,CE,NE,-6.01666666,-40.28166666,415.0,2007,2025,19,13,13,0.9445205479452055,117745,0.09762096849980513,False,True
A325,QUIXERAMOBIM,CE,NE,-5.17305554,-39.28722221,232.0,2007,2025,19,12,9,0.8794398907103825,120424,0.2933853060771133,False,True
A326,BOM JESUS DO PIAUI,PI,NE,-9.08333333,-44.31666666,415.0,2007,2025,19,16,13,0.9761904761904762,142963,1.275074052221295,False,True
A327,PALMEIRA DOS INDIOS,AL,NE,-9.42055554,-36.62027777,275.0,2007,2025,19,15,13,0.9736590038314177,145904,0.030886657436453663,False,True
A328,SURUBIM,PE,NE,-7.83694444,-35.7961111,418.0,2008,2025,18,13,12,0.9389224180951667,130063,0.8913571828600324,False,True
A329,CABROBO,PE,NE,-8.50305555,-39.31388888,337.0,2007,2025,19,18,16,0.9974885844748859,150582,0.1855621010246442,False,True
A330,PAULISTANA,PI,NE,-8.07999999,-41.07999999,374.22,2007,2025,19,17,14,0.9644308943089431,144521,9.050015201446447,True,True
A331,SAO JOAO DO PIAUI,PI,NE,-8.36472222,-42.25083333,235.0,2007,2025,19,15,13,0.9212328767123288,127073,0.1859375648413552,False,True
A332,MORADA NOVA,CE,NE,-5.13638888,-38.35638888,43.6,2007,2025,19,18,15,0.9823059360730594,151418,5.118562333573931,True,True
A333,SAO GONCALO,PB,NE,-6.75666666,-38.22749999,233.06,2007,2025,19,16,14,0.9979452054794521,145019,12.800569415575083,True,True
A334,MONTEIRO,PB,NE,-7.89138888,-37.11527777,603.66,2007,2025,19,15,12,0.9691780821917808,140565,1.0943079849683188,False,True
A335,PIRIPIRI,PI,NE,-4.26388888,-41.77805554,161.2,2007,2025,19,14,10,0.9155251141552512,140617,2.2760241265283856,False,True
A336,ALVORADA DO GURGUEIA,PI,NE,-8.44305555,-43.86472222,270.0,2007,2025,19,13,12,0.9339041095890411,139118,7.435704100918986,True,True
A337,CARACOL,PI,NE,-9.2861111,-43.32444443,523.0,2007,2025,19,14,8,0.8488584474885845,118735,0.030886657436276832,False,True
A338,ESPERANTINA,PI,NE,-3.90083333,-42.23694444,65.0,2007,2017,11,10,8,0.9714253187613844,82548,0.0,False,True
A339,JAGUARUANA,CE,NE,-4.85333333,-37.77694443,12.0,2007,2025,19,14,12,0.9278846153846154,136826,8.729130749793704,True,True
A340,APODI,RN,NE,-5.62638888,-37.815,150.0,2007,2025,19,13,11,0.9061643835616439,126024,0.030887769387196735,False,True
A341,CARUARU,PE,NE,-8.2361111,-35.98583333,550.0,2007,2025,19,13,12,0.9420537340619308,133939,15.104790953245802,True,True
A342,CRATEUS,CE,NE,-5.1861111,-40.66999999,291.0,2008,2025,18,14,14,0.9981761671282781,138958,0.253723586930601,False,True
A343,PICOS,PI,NE,-7.07083332,-41.40416666,233.0,2008,2025,18,11,7,0.8382702360456122,119132,0.03088776938728515,False,True
A344,CALCANHAR,RN,NE,-5.16,-35.45416666,17.0,2008,2025,18,6,4,0.7722031963470319,90010,3.7043385117608185,False,True
A345,SAO RAIMUNDO NONATO,PI,NE,-9.03305554,-42.70055555,402.0,2008,2025,18,12,11,0.9598173515981735,124081,0.06838323087645422,False,True
A346,URUCUI,PI,NE,-7.47472221,-44.34472221,393.0,2008,2025,18,15,14,0.9979452054794521,138345,3.7066288333632516,False,True
A347,CAMPOS SALES,CE,NE,-7.07805554,-40.36305555,572.0,2008,2025,18,13,8,0.8628995433789954,109350,0.05519086617700487,False,True
A348,CABACEIRAS,PB,NE,-7.48333333,-36.28638888,436.0,2008,2025,18,15,12,0.9981164383561644,137074,0.01668788231512137,False,True
A349,IBIMIRIM,PE,NE,-8.50944444,-37.71138888,448.0,2008,2025,18,17,15,0.9981735159817352,142380,0.030547740930388395,False,True
A350,SERRA TALHADA,PE,NE,-7.95361111,-38.29472221,461.0,2008,2025,18,13,10,0.910041607405744,124077,0.08397839562743997,False,True
A351,FLORESTA,PE,NE,-8.5936111,-38.58388888,332.0,2008,2025,18,14,13,0.9792805100182149,130619,0.5876573153432179,False,True
A352,CAMARATUBA,PB,NE,-6.56083333,-35.13472221,136.0,2008,2025,18,15,8,0.8918949771689497,126264,0.13795282684104257,False,True
A353,ARAPIRACA,AL,NE,-9.80416666,-36.61888888,241.0,2008,2025,18,12,9,0.929345112691202,111940,0.043364090819140035,False,True
A354,OEIRAS,PI,NE,-6.97416666,-42.14694444,156.0,2008,2025,18,15,13,0.9790350029414236,126670,0.013006148006585163,False,True
A355,CORURIPE,AL,NE,-10.14527777,-36.28638888,74.0,2008,2025,18,15,14,0.9908675799086758,133273,1.8532517078756807,False,True
A356,SAO LUIS DO QUITUNDE,AL,NE,-9.28749999,-35.56583333,19.0,2008,2025,18,12,10,0.943093607305936,120517,0.005337428921646679,False,True
A357,PALMARES,PE,NE,-8.66638888,-35.56805554,180.0,2008,2025,18,14,12,0.9978310502283105,136973,0.030887769387373566,False,True
A358,JAGUARIBE,CE,NE,-5.90527777,-38.62777777,184.0,2008,2025,18,12,11,0.9844748858447488,118656,0.03088776938728515,False,True
A359,ITAPIPOCA,CE,NE,-3.48388888,-39.58833333,102.0,2008,2025,18,12,8,0.8829908675799087,101215,0.06216124959104396,False,True
A360,ACARAU,CE,NE,-3.12083332,-40.08694444,76.0,2009,2025,17,10,8,0.8769406392694064,106130,0.046154658580370024,False,True
