codigo,observacoes,temperatura_min_c,temperatura_max_c,primeiro_datetime,ultimo_datetime,ano
A920,7418,14.3,37.1,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A921,8783,17.3,41.0,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A922,7419,10.9,38.8,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A924,8122,13.4,37.9,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A926,7666,16.2,36.8,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A927,8782,12.2,36.7,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A928,7393,13.1,37.6,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A929,7291,13.2,38.4,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A930,7525,16.1,39.0,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A931,8781,10.9,36.9,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A932,7951,13.5,40.2,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A933,8000,9.7,37.8,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A934,6453,9.2,35.8,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A935,7194,11.4,39.0,2016-02-24 12:00:00,2016-12-31 23:00:00,2016
A936,8783,9.2,38.8,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A937,8430,10.2,39.2,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A941,8783,9.9,39.3,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A303,8784,17.8,36.3,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A323,7056,17.2,42.8,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A327,8662,16.4,39.2,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A353,7603,17.2,38.2,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A355,8382,19.0,38.0,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A356,8783,16.7,36.1,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A401,7935,21.2,34.0,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A402,8783,13.9,38.5,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A404,8783,12.9,36.7,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A405,8783,15.9,34.1,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A406,8782,17.5,38.3,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A407,8783,13.6,36.6,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A408,8784,16.0,40.0,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A410,8783,15.8,34.8,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A412,8783,14.5,40.5,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A413,6646,17.2,39.3,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A414,8783,11.7,36.9,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A415,8722,13.8,39.7,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A416,6794,13.5,38.8,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A418,7885,17.2,39.9,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A422,7387,21.0,32.4,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A423,7478,20.1,39.0,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A424,7822,14.1,37.2,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A425,8396,14.8,40.4,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A426,6338,16.9,38.9,2016-01-01 00:00:00,2016-12-31 20:00:00,2016
A427,8261,14.1,37.7,2016-01-01 00:00:00,2016-12-27 18:00:00,2016
A428,5170,16.1,38.5,2016-01-01 00:00:00,2016-11-28 14:00:00,2016
A429,8782,15.3,39.9,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A430,8758,11.3,32.4,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A431,7200,18.0,33.0,2016-01-01 10:00:00,2016-11-15 09:00:00,2016
A432,7595,15.4,39.0,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A433,7510,13.7,40.7,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A434,8784,16.6,37.1,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A435,7908,15.1,37.9,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A436,8783,16.8,40.8,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A437,8343,16.3,34.0,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A438,7869,19.0,33.4,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A439,8172,14.7,40.2,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A440,8783,11.1,40.2,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A441,8773,15.4,39.5,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A442,8661,16.1,38.9,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A443,8783,12.5,37.9,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A444,8783,15.1,35.0,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A445,8783,14.2,39.9,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A446,8784,14.5,40.3,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A447,7148,13.3,37.7,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A448,8784,17.8,38.9,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A449,3066,19.3,38.2,2016-05-28 02:00:00,2016-12-31 23:00:00,2016
A450,8774,14.4,40.3,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A452,5068,11.7,39.2,2016-06-03 19:00:00,2016-12-31 23:00:00,2016
A454,5076,13.9,38.4,2016-06-03 11:00:00,2016-12-31 23:00:00,2016
A455,5122,13.4,34.2,2016-06-01 13:00:00,2016-12-31 23:00:00,2016
A305,6982,22.5,34.3,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A306,8456,19.9,39.8,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A314,8630,16.7,31.8,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A315,8431,17.5,39.2,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A319,7511,18.5,40.4,2016-02-14 13:00:00,2016-12-31 23:00:00,2016
A324,8117,18.1,38.7,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A325,8590,19.2,38.5,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A332,8153,19.8,38.6,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A339,7909,20.8,38.6,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A342,7950,19.8,40.1,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A347,8780,18.5,38.3,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A358,8783,21.4,40.5,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A359,8783,22.4,40.8,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A360,6843,21.6,37.6,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A203,8782,22.1,34.9,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A204,7992,15.1,39.3,2016-02-02 23:00:00,2016-12-31 23:00:00,2016
A205,8783,18.2,39.0,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A206,8783,21.2,39.7,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A207,8780,19.4,38.2,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A217,8783,22.9,32.7,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A218,2343,22.0,33.3,2016-01-01 18:00:00,2016-12-31 23:00:00,2016
A219,7618,22.2,43.4,2016-02-18 13:00:00,2016-12-31 23:00:00,2016
A220,8779,18.9,40.1,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A221,7099,18.0,39.2,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A222,7156,15.9,40.2,2016-02-22 13:00:00,2016-12-31 23:00:00,2016
A223,8782,14.3,39.9,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A224,6493,14.3,38.7,2016-01-01 00:00:00,2016-12-03 08:00:00,2016
A225,6922,18.4,39.0,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A237,6980,19.7,40.4,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A238,8784,18.3,41.4,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A310,8784,17.2,33.2,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A313,8265,16.7,33.7,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A320,7808,19.8,33.0,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A321,6487,20.3,39.3,2016-01-05 13:00:00,2016-12-31 23:00:00,2016
A333,7599,15.6,38.7,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A334,7834,14.9,36.5,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A348,7673,15.1,36.7,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A352,7726,18.9,33.3,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A301,8504,18.4,33.8,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A307,8783,18.6,39.3,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A309,8784,12.3,37.4,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A322,8783,15.0,34.5,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A328,8447,16.8,35.1,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A329,7640,17.1,38.9,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A341,8783,13.3,34.8,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A349,8783,14.6,39.4,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A350,8078,17.1,38.0,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A351,8067,16.5,40.5,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A357,8489,17.1,37.0,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A366,7940,17.1,39.0,2016-01-01 10:00:00,2016-12-31 23:00:00,2016
A308,8783,20.0,39.3,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A311,8784,21.0,41.1,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A312,8783,17.2,40.9,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A326,8104,16.5,40.6,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A330,8228,20.5,39.8,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A331,8784,19.2,40.7,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A335,6745,21.1,40.6,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A336,6879,16.0,40.4,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A337,8633,15.0,38.8,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A338,8533,18.0,43.8,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A343,7505,18.7,41.3,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A345,8688,14.5,39.8,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A346,8118,18.9,39.5,2016-01-01 00:00:00,2016-12-04 06:00:00,2016
A354,8783,14.7,42.3,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A361,7940,16.3,40.7,2016-01-01 00:00:00,2016-12-28 14:00:00,2016
A362,8783,20.7,39.5,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A363,7755,19.9,41.2,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A364,8046,18.6,40.8,2016-01-02 14:00:00,2016-12-31 23:00:00,2016
A365,8284,19.5,40.2,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A304,7989,21.3,32.2,2016-01-01 10:00:00,2016-12-31 23:00:00,2016
A316,6991,20.2,39.3,2016-02-22 14:00:00,2016-12-31 23:00:00,2016
A317,7633,21.0,38.0,2016-01-01 10:00:00,2016-12-31 21:00:00,2016
A318,7342,20.8,39.1,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A340,7479,21.0,38.9,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A344,7414,21.0,32.5,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A367,8022,17.1,36.8,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A409,8784,20.7,34.4,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A417,8057,17.9,38.8,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A419,8784,15.2,39.9,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A420,6967,15.7,39.9,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A421,4710,19.5,34.9,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A102,8784,14.7,37.3,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A104,4117,19.0,36.0,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A108,8774,16.4,36.2,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A136,7100,16.0,37.1,2016-01-01 00:00:00,2016-12-31 18:00:00,2016
A137,6985,15.3,38.1,2016-01-01 00:00:00,2016-12-31 20:00:00,2016
A138,6242,16.8,36.2,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A140,8783,12.9,37.0,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A101,8749,22.3,41.4,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A109,4401,17.4,35.4,2016-01-01 00:00:00,2016-07-07 16:00:00,2016
A110,6202,16.4,37.2,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A111,8782,17.4,38.1,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A112,2624,21.1,36.9,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A113,8376,18.0,38.3,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A117,8783,20.8,38.2,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A119,8571,22.2,37.2,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A120,5332,21.8,37.2,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A121,7604,21.8,35.7,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A122,2844,21.9,35.7,2016-06-02 15:00:00,2016-09-29 19:00:00,2016
A123,8360,22.8,36.2,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A124,8784,21.6,38.6,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A125,8384,19.6,37.9,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A126,5340,20.1,38.6,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A128,1540,22.6,39.5,2016-01-01 00:00:00,2016-12-31 11:00:00,2016
A133,8783,20.5,38.3,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A134,8783,20.8,36.0,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A242,8783,19.7,36.3,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A249,6842,22.2,34.7,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A201,8782,22.4,35.4,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A202,8700,21.7,37.1,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A209,8452,21.1,34.5,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A210,6496,19.5,36.8,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A211,8420,19.4,37.4,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A212,8410,18.4,37.3,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A213,7185,19.9,35.8,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A214,8251,17.8,37.6,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A215,8776,22.7,32.7,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A216,1063,20.9,34.9,2016-11-17 17:00:00,2016-12-31 23:00:00,2016
A226,7317,21.6,34.9,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A227,7428,22.4,32.9,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A229,8782,21.5,36.4,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A230,6888,19.1,32.6,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A231,7321,22.2,37.6,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A232,5039,20.8,38.8,2016-05-30 17:00:00,2016-12-31 23:00:00,2016
A233,6178,19.1,38.2,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A234,1209,20.7,34.8,2016-11-11 15:00:00,2016-12-31 23:00:00,2016
A235,8781,18.7,36.7,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A236,7474,22.8,35.2,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A239,8783,21.8,35.4,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A240,7320,17.3,36.1,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A241,8783,14.1,38.9,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A246,8656,20.2,36.2,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A247,2625,20.8,35.7,2016-09-13 14:00:00,2016-12-31 23:00:00,2016
A248,7705,20.1,36.9,2016-01-01 13:00:00,2016-12-31 23:00:00,2016
A250,8783,21.3,35.5,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A925,7769,15.7,37.7,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A938,6012,11.6,35.5,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A939,8784,14.7,38.8,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A940,7850,15.8,38.3,2016-01-01 00:00:00,2016-12-21 17:00:00,2016
A135,7672,21.7,37.9,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A009,8139,19.5,40.2,2016-01-27 20:00:00,2016-12-31 23:00:00,2016
A010,8152,13.8,40.3,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A018,8767,16.8,39.7,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A019,8390,13.7,39.5,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A020,8088,18.0,39.7,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A021,8783,14.5,37.8,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A038,8783,17.3,36.3,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A039,8165,17.2,39.7,2016-01-26 18:00:00,2016-12-31 23:00:00,2016
A040,7785,12.6,36.4,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A041,5373,20.4,38.6,2016-01-28 18:00:00,2016-12-31 23:00:00,2016
A043,7414,17.6,37.0,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A044,7755,18.1,37.6,2016-01-01 00:00:00,2016-12-31 12:00:00,2016
A048,3707,17.7,37.4,2016-07-30 12:00:00,2016-12-31 23:00:00,2016
A049,1213,21.1,37.5,2016-11-11 00:00:00,2016-12-31 23:00:00,2016
A050,2859,19.0,40.2,2016-09-01 00:00:00,2016-12-31 23:00:00,2016
A051,6442,13.8,39.4,2016-04-07 13:00:00,2016-12-31 23:00:00,2016
A052,8642,16.8,39.9,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A053,6579,15.5,38.1,2016-04-01 14:00:00,2016-12-31 23:00:00,2016
A054,8783,14.1,39.7,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A055,1105,20.8,37.9,2016-11-15 00:00:00,2016-12-31 23:00:00,2016
A612,8783,14.4,36.2,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A613,8398,9.8,34.5,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A614,8783,15.2,38.2,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A615,8783,14.7,38.4,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A616,8768,14.0,37.2,2016-01-01 00:00:00,2016-12-31 20:00:00,2016
A617,7610,12.7,40.7,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A622,8784,14.8,39.5,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A623,8782,14.3,40.0,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A657,7147,10.9,37.7,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A502,8781,5.6,31.7,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A505,8767,10.4,34.0,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A506,8776,11.7,38.0,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A507,8757,9.9,35.5,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A508,8699,13.6,42.1,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A509,8672,-2.1,29.5,2016-01-01 00:00:00,2016-12-27 08:00:00,2016
A510,8778,6.6,35.2,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A511,8783,12.4,37.6,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A512,7564,4.3,39.4,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A513,8781,7.8,33.9,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A514,8782,3.5,34.5,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A515,6716,4.9,34.3,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A516,7984,3.5,35.6,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A517,8240,10.5,38.3,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A518,8782,7.4,32.8,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A519,8783,4.3,38.5,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A520,8781,4.4,38.0,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A521,8759,10.1,35.5,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A522,7281,14.2,37.3,2016-03-03 14:00:00,2016-12-31 23:00:00,2016
A523,8495,5.6,34.2,2016-01-01 00:00:00,2016-12-20 01:00:00,2016
A524,7851,5.5,34.9,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A525,8781,4.1,35.9,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A526,7492,10.8,39.3,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A527,8203,12.5,38.6,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A528,6698,11.6,35.4,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A529,6344,4.3,34.4,2016-04-11 16:00:00,2016-12-31 23:00:00,2016
A530,8354,-1.2,32.1,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A531,8780,-1.7,31.1,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A532,8783,10.8,39.3,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A533,8741,7.6,35.2,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A534,8781,14.9,39.4,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A535,8784,1.6,36.5,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A536,8116,7.0,35.9,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A537,8784,8.8,31.2,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A538,8783,9.7,36.8,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A539,8784,13.3,39.1,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A540,8784,12.8,40.5,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A541,6871,9.1,35.9,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A542,8783,10.8,38.6,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A543,8783,12.9,38.8,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A544,8784,13.5,36.3,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A545,7255,8.3,40.9,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A546,5227,10.5,35.8,2016-03-16 21:00:00,2016-12-31 23:00:00,2016
A547,8406,6.7,40.1,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A548,5381,16.5,36.4,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A549,7822,5.1,38.2,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A550,8783,12.9,42.3,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A551,8783,8.3,36.4,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A552,8633,9.0,39.9,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A553,7144,11.7,35.3,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A554,8784,10.3,36.5,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A555,8775,11.2,31.7,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A556,8673,6.1,33.3,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A557,8780,7.1,37.1,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A559,4412,13.0,39.6,2016-06-27 19:00:00,2016-12-31 23:00:00,2016
A561,8783,1.4,35.0,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A563,959,18.4,37.0,2016-11-21 12:00:00,2016-12-31 23:00:00,2016
A565,887,13.8,34.4,2016-11-24 17:00:00,2016-12-31 23:00:00,2016
A569,4899,5.9,35.8,2016-06-10 21:00:00,2016-12-31 23:00:00,2016
F501,8737,9.2,32.5,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A601,8783,10.9,39.3,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A602,8781,12.3,39.8,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A603,8779,9.5,39.3,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A604,8783,10.0,39.5,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A606,8623,15.9,34.8,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A607,8784,12.4,39.3,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A608,8781,12.0,38.6,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A609,8469,8.7,37.7,2016-01-01 00:00:00,2016-12-18 20:00:00,2016
A610,4012,2.5,27.5,2016-04-13 18:00:00,2016-12-31 23:00:00,2016
A611,7434,7.6,37.0,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A618,8383,5.5,31.6,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A619,8159,9.3,37.8,2016-01-01 00:00:00,2016-12-31 22:00:00,2016
A620,6600,13.8,35.4,2016-01-02 14:00:00,2016-12-31 23:00:00,2016
A621,8683,10.1,39.7,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A624,8783,2.1,30.1,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A625,4901,7.0,37.4,2016-06-10 18:00:00,2016-12-31 23:00:00,2016
A626,4954,6.8,36.6,2016-06-06 22:00:00,2016-12-31 23:00:00,2016
A652,8780,15.4,37.0,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A659,8784,8.8,40.1,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A667,7957,10.4,37.0,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A701,8716,4.5,36.1,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A705,8779,4.4,36.8,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A706,8342,-1.5,29.5,2016-01-01 00:00:00,2016-12-31 16:00:00,2016
A707,7908,6.4,37.7,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A708,8774,7.8,34.3,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
A711,7914,4.7,35.1,2016-01-01 00:00:00,2016-12-31 23:00:00,2016
